texto,label,emocion
me he transformado gradualmente en alguien que se siente superior cuando los niños de otras personas se quejan de la cena o no quieren comer su calabacín o se les permite comer tartas pop o cereales azucarados o pan blanco para el desayuno.,1,alegria
siento que el contenido envía el paquete después del paquete hacia fuera en el mundo,1,alegria
"no me refiero a que me gusta acobardarme, pero me siento más inseguro acerca de mí mismo y tal vez dudando del hecho de que debería ser capaz de correr km mañana.",4,miedo
"tiendo a mantener la boca cerrada porque no estoy lo suficientemente bien informado, pero cuando se trata de educación pública puedo decir lo que siento porque ese es un tema que me apasiona y hago todo lo posible para mantenerme al día.",1,alegria
tengo la sensación a menudo y a menudo que es peligroso esperar cosas que si esperas cosas que sólo van más y más lejos.,3,enojo
siempre me siento un poco ansioso antes de preceptor porque todavía estoy aprendiendo,4,miedo
me temo que una vez más me sentiré sin esperanza y perderé toda la paz que obtuve después de mi último episodio.,0,tristeza
"siento el dolor, pero con mi familia y amigos de apoyo asegúrese de que no hay pensamientos negativos me superan",1,alegria
tengo la sensación de que respetó mi elección haciendo mi propio camino respondiendo a nadie más que a mí mismo.,1,alegria
podría entender si un sobreviviente leyendo esto al principio se sintiera ofendido por mi conversación sobre formas abstractas de violación.,3,enojo
"empiezo a sentirme como si hubiera superado la muerte de mi amada timmy y cuando me acostumbro a la idea de solo ver a mi madre, tal vez dos veces por año a partir de ahora y justo cuando empiezo a planificar para mi futrue y feliz momentsa por delante, empiezo a sentirme así nuevamente.",2,amor
"no estoy realmente aterrorizado por el parto esta vez y aunque sé que no importa lo que aparezca inesperadamente, realmente puedes sobrevivirlo y aunque el autor de mi planificador de bebés estaría radiante de orgullo de que siguiera sus instrucciones al pie de la letra, todavía me siento un poco inseguro.",4,miedo
me siento tan inútil durante esos momentos que estaba luchando para encontrar trabajo,0,tristeza
siento fuertemente que este año el señor me está llamando a crecer en disciplina este año y a ser fiel con las cosas que ha puesto delante de mí.,2,amor
empiezo a sentirme un poco más resuelto,1,alegria
"puedo sentirlo físicamente un poco dolorido y ahora estoy esperando una respuesta, no sé qué diría, pero tengo una buena idea.",0,tristeza
estaba sentado en la iglesia esta mañana y mirando a las diversas personas que dispersaban los bancos y preguntándome cuántos de ellos se sentían golpeados en este momento.,0,tristeza
me desperté esta mañana sintiéndome muy agitado por el día que venía,3,enojo
me siento tan aficionado a él que quiero apretarlo con fuerza y no inusualmente,2,amor
me siento como un tímido enorme rosa flamenco hombre,4,miedo
"agregaría cuando me siento optimista, pero una persona perfectamente promedio",1,alegria
he desbrozado el jardín por así decirlo y se siente fabuloso,1,alegria
"creo que no hay un mejor lugar para estar en este momento que ver cómo su pequeña cara se relaja, sus brazos se aflojan y siente su frente súper suave.",1,alegria
pienso en esa imagen me siento tranquilo amp safe a href http revealthestaryoutrulyare,1,alegria
simplemente no me sentí emocionado por toda la experiencia,1,alegria
me siento tan tonto por ser honesto,0,tristeza
no me siento afortunado,1,alegria
creo que el sector de los metales preciosos comenzará algo como esto en los futuros cercanos y posiblemente ya haya comenzado como se ve en el aumento del volumen en los días de baja.,1,alegria
estoy emocionalmente comprometido porque siento que apoyo mis propias creencias y valores cuando los apoyo.,1,alegria
no me siento súper fuerte al respecto,1,alegria
me siento más desagradable,0,tristeza
"realmente siento que soy la persona menos talentosa en el escenario, pero de alguna manera dios usa mi talento para su gloria.",1,alegria
"no lo compraría, pero si alguien me diera algo de identificación, lo usaría si me sintiera particularmente vanidoso ese día, pero no realmente.",0,tristeza
"también encuentro que me da un impulso de energía ligera y tal vez esta es mi imaginación, pero también siento una conexión y asociación con mis amigos de la planta, que es una excelente manera de comenzar la temporada de jardinería que hice en serio este fin de semana y publicaré detalles durante la semana que viene.",1,alegria
he manejado mal las cosas junto con el resto y me siento arrepentido por eso en este momento en lugar de mi reacción inicial de no querer preocuparme porque tal vez en algún lugar profundo de mí estoy esperando que las cosas sean como antes.,0,tristeza
me preparo para el blog me siento tan aburrido,0,tristeza
"necesitaba apoyo, cariño, comprensión, amor, me hizo sentir que rompí con él porque a pesar de todo lo que podía decir, estaba estresado y cualquier lugar que tuviera en su corazón antes de que ya no lo guardara.",0,tristeza
a menudo siento que trabajar en él es como ser un goliat benévolo que a menudo es deshecho por el más humilde de los davids.,1,alegria
"lo hago a la ligera, pero a veces me siento realmente incómodo en grupos pequeños y en conversaciones de uno en uno.",0,tristeza
me siento mucho más productivo en la universidad y por eso para mantener esa productividad a toda marcha tengo que atribuír algunas ideas para proyectos de arte este verano entrenar a un ejército de palomas de ataque y hacerse cargo de una isla pequeña y deshabitada.,1,alegria
siempre encuentro la manera de sentirme y quedar impresionado,5,sorpresa
"me levanté temprano hoy para votar antes de que las líneas se hicieran demasiado largas y no tuve esa sensación en absoluto, pero me sentí incómodo por otra razón.",4,miedo
me siento bastante esperanzado sobre el futuro del servicio público,1,alegria
"me siento generoso así que pienso mal agregar algunos bonos más, como mis santa babes de mi galería de perversión",1,alegria
me siento tan fantástico como un momento de belleza y bestia habría sido que no pasé por ninguna transformación mágica dramáticamente iluminada cuando salí del primer trimestre y emergí en el segundo.,1,alegria
me siento muy feliz hoy,1,alegria
digo que la sensación de ser traicionado nunca fue una sensación agradable para empezar.,1,alegria
me siento un poco devastada porque realmente pensé que esto era todo y todo lo que había pasado por esta relación valdría la pena.,0,tristeza
me siento tan vacío y frío por dentro,0,tristeza
me siento completamente bendecido de tener una familia y amigos tan maravillosos.,1,alegria
lo siento por los californianos,0,tristeza
entiendo a mi madre y me siento mal por no poder ayudarme de la manera que ella quiere porque todavía estoy tratando de ayudarme a mí misma.,0,tristeza
he dicho en posts anteriores que siempre me siento tan elegante usando una creación azul,1,alegria
ser acusado de sentirse superior a los personajes es generalmente por personas que se sienten superiores a los demás.,1,alegria
creo que debemos continuar buscándonos el uno al otro mientras nos sentimos ofendidos y siempre buscando maneras de ir más abajo y caminar en la humildad en la que jesús caminó.,3,enojo
me siento más seguro con las personas que se ponen ahí porque para mí eso es simplemente amistoso.,1,alegria
"yo lo vería y me sentiría frustrado, no se dio cuenta de que a quince pies de distancia estaba el océano, la maldita ola que se estrellaba cubriendo la mayor parte del océano de la tierra.",3,enojo
"probablemente te extrañé demasiado, pero ryeowook no tiene que oírlo decir para saber la verdad, sintiéndolo en sus besos, los suaves toques en su columna vertebral, el cálido aliento fantasmal sobre su oído.",2,amor
siento que es mi deber ayudar a los necesitados vivek oberoi,0,tristeza
estoy sintiéndome bien ahora,1,alegria
"mi gato murió de una enfermedad que había estado con nosotros durante años, era un gato encantador que había estado enfermo durante una o dos semanas y el veterinario nos había dicho que se estaba muriendo.",0,tristeza
siento que estoy siendo castigado por las decisiones que tomé en el pasado.,0,tristeza
"me siento mal por eso, pero estos últimos años comencé a darme cuenta de que no importa cuántos amigos tenga o sepa, no importa si todavía soy un solitario.",0,tristeza
no quiero que se sienta incómodo en esta casa,0,tristeza
pregunté sintiéndome indignado,3,enojo
mantuve mi computadora portátil cerca en busca de trabajos de los que podría construir una carrera y buscando esas recetas navideñas importantes para que este año se sienta un poco más especial.,1,alegria
salgo sintiéndome energizado y feliz,1,alegria
amo mi creciente e intenso sentimiento de conexión con lo divino.,1,alegria
lo tiro por ahí la mejor mala sensación heck im paranoico hasta un árbol brach ahora mismo salté cuando una ardilla se cruzó en mi camino cuando fui caminando hoy,4,miedo
"veo a jesús como un ser humano a través del cual yo y otros sentimos que nos hemos encontrado con lo divino, no lo veo como un superhombre.",1,alegria
anticipo constantemente que es así porque me siento tan admirada y me siento tan segura en la naturaleza,2,amor
empiezo a sentirme sorprendida por lo poco que recuerdo de la semana pasada.,4,miedo
siento que me distraigo fácilmente haciendo cosas y cambiando a muchos proyectos diferentes a lo largo de una semana.,3,enojo
siento que el espíritu de la competencia en muchos casos se ha perdido en la máquina de generación de ingresos.,0,tristeza
me veo escamosa o racha por favor no dude en decirme,1,alegria
me siento un poco solo sin comentarios para responder a c,0,tristeza
comencé a sentirme un poco vulnerable cuando el foco gigante comenzó a cegarme,4,miedo
pongo mi pierna alrededor de la tuya y envuelvo mis brazos debajo de los tuyos para que me sienta seguro de nuevo.,1,alegria
me sentiría muy ingrato si no te agradeciera a todos y supieras quién eres.,0,tristeza
"me siento inteligente por fuera en comparación con la mayoría de las personas que conozco, aunque me siento tan vacío por dentro.",1,alegria
no lo entiendo porque este espectáculo es tan caro como cualquier espectáculo que se ha hecho alguna vez por cualquier persona que debería pensar y estamos haciendo un beneficio um así que usted no tiene que sentirse demasiado comprensivo hacia nosotros,2,amor
empecé a sentir un poco de nostalgia con la mención del nombre de mulligan.,0,tristeza
me siento envidioso de que puedan mantener sus publicaciones regulares e interesantes y desearía poder sentirme de esta manera.,3,enojo
